,ActualNumberQuarters,ActualNumberofCore,ActualStartQuarter,EnrollmentType,JobType,PreferedMajor,PreferedNumberQuarters,PreferedNumberofCore,PreferedSchool,PreferedStartQuarter,englishSequenceBreak,mathSequenceBreak,Rating,ActualSummerPref_no,ActualSummerPref_yes,SummerPref_no,SummerPref_yes
34581,6,4.0,5,1,1,6,11,6.0,7,2,84.0,35.0,3,1,0,1,0
34582,8,6.0,5,0,2,4,14,5.0,1,6,43.0,36.0,1,1,0,1,0
34583,21,0.0,0,0,1,0,29,6.0,1,4,43.0,87.0,3,0,1,0,1
34584,19,2.0,0,0,2,6,28,2.0,4,0,52.0,65.0,3,1,0,1,0
34585,5,6.0,4,1,1,0,13,4.0,2,4,70.0,25.0,2,1,0,1,0
34586,10,5.0,2,0,0,9,28,4.0,2,0,93.0,47.0,3,0,1,0,1
34587,14,6.0,0,0,0,3,13,5.0,6,4,69.0,55.0,3,0,1,0,1
34588,1,0.0,0,0,2,8,22,4.0,5,2,59.0,29.0,0,0,1,0,1
34589,11,7.0,2,0,0,12,22,4.0,1,4,61.0,13.0,0,1,0,1,0
34590,9,1.0,4,1,0,3,24,5.0,1,0,75.0,6.0,3,1,0,1,0
34591,16,3.0,5,1,2,0,15,2.0,6,6,38.0,17.0,0,1,0,1,0
34592,8,6.0,2,1,2,10,18,1.0,1,6,50.0,37.0,1,1,0,1,0
34593,12,2.0,2,0,2,9,13,6.0,5,4,35.0,8.0,0,0,1,0,1
34594,17,1.0,4,1,2,10,22,2.0,1,2,79.0,30.0,2,0,1,0,1
34595,17,7.0,2,0,0,6,12,3.0,7,0,55.0,40.0,3,1,0,1,0
34596,14,6.0,4,1,2,9,22,3.0,7,2,59.0,43.0,1,0,1,0,1
34597,27,1.0,0,1,0,6,1,2.0,2,6,52.0,88.0,3,1,0,1,0
34598,15,0.0,5,0,2,4,16,6.0,4,6,53.0,2.0,3,0,1,0,1
34599,16,6.0,5,0,2,8,10,6.0,2,2,88.0,48.0,3,0,1,0,1
34600,7,3.0,4,1,1,8,20,2.0,8,4,46.0,51.0,1,1,0,1,0
34601,25,7.0,5,0,1,9,1,3.0,6,6,30.0,46.0,1,0,1,0,1
34602,3,7.0,4,0,0,10,25,6.0,1,2,64.0,62.0,2,1,0,1,0
34603,9,7.0,4,1,1,9,23,2.0,6,0,49.0,74.0,2,0,1,0,1
34604,22,2.0,2,1,0,9,29,5.0,2,4,97.0,43.0,3,0,1,0,1
34605,24,0.0,2,1,1,0,15,4.0,1,6,97.0,18.0,2,0,1,0,1
34606,4,1.0,0,0,1,4,24,2.0,8,2,66.0,14.0,1,0,1,0,1
34607,10,4.0,0,0,1,9,7,5.0,3,6,47.0,51.0,3,0,1,0,1
34608,15,7.0,0,0,0,0,16,4.0,4,6,67.0,7.0,1,1,0,1,0
34609,15,6.0,5,0,1,6,4,4.0,4,0,96.0,88.0,4,1,0,1,0
34610,30,2.0,2,1,1,10,16,3.0,6,0,82.0,28.0,2,1,0,1,0
34611,17,1.0,4,1,2,3,20,3.0,0,2,92.0,70.0,4,0,1,0,1
34612,4,4.0,2,1,0,9,13,1.0,7,6,43.0,12.0,0,1,0,1,0
34613,8,3.0,5,1,2,12,19,4.0,3,4,49.0,85.0,2,0,1,0,1
34614,26,2.0,2,0,2,9,17,3.0,0,4,33.0,29.0,0,1,0,1,0
34615,14,6.0,0,1,0,6,19,3.0,3,4,64.0,4.0,1,0,1,0,1
34616,12,0.0,0,1,0,8,2,3.0,8,2,76.0,6.0,3,0,1,0,1
34617,24,0.0,5,0,0,3,22,6.0,7,0,43.0,11.0,0,1,0,1,0
34618,12,7.0,0,1,0,3,18,2.0,6,2,96.0,45.0,3,0,1,0,1
34619,12,6.0,2,1,1,6,3,1.0,5,4,42.0,41.0,1,0,1,0,1
34620,10,4.0,4,0,2,9,4,4.0,3,0,36.0,28.0,0,0,1,0,1
34621,16,7.0,5,0,1,3,24,3.0,3,2,70.0,66.0,3,1,0,1,0
34622,14,6.0,5,1,0,10,13,4.0,1,6,83.0,81.0,5,1,0,1,0
34623,1,6.0,5,1,0,12,24,5.0,3,6,89.0,8.0,3,1,0,1,0
34624,9,2.0,2,0,0,12,21,6.0,6,0,64.0,84.0,3,1,0,1,0
34625,5,1.0,2,1,2,6,8,1.0,7,2,44.0,0.0,0,0,1,0,1
34626,16,2.0,5,0,1,3,20,2.0,7,2,35.0,74.0,2,0,1,0,1
34627,9,3.0,5,0,0,6,20,3.0,8,6,35.0,31.0,1,1,0,1,0
34628,12,5.0,0,1,2,4,29,5.0,2,2,87.0,18.0,2,1,0,1,0
34629,19,2.0,4,0,0,0,26,3.0,1,0,30.0,89.0,2,1,0,1,0
34630,15,3.0,0,1,0,6,17,4.0,4,4,39.0,64.0,2,1,0,1,0
34631,7,4.0,0,0,0,9,21,6.0,3,2,32.0,93.0,3,0,1,0,1
34632,10,0.0,0,0,2,8,7,2.0,2,2,32.0,38.0,1,1,0,1,0
34633,29,0.0,4,1,2,3,11,2.0,0,6,89.0,74.0,4,1,0,1,0
34634,1,6.0,4,0,2,8,18,4.0,5,6,99.0,26.0,2,1,0,1,0
34635,7,0.0,0,1,0,6,10,1.0,4,2,87.0,95.0,5,1,0,1,0
34636,3,1.0,0,1,1,12,22,6.0,7,4,39.0,12.0,0,0,1,0,1
34637,6,7.0,0,0,1,9,24,2.0,2,4,97.0,39.0,3,1,0,1,0
34638,13,2.0,0,0,1,4,2,5.0,1,6,30.0,27.0,0,1,0,1,0
34639,1,0.0,0,1,0,3,15,2.0,7,0,41.0,47.0,3,0,1,0,1
34640,11,2.0,2,1,1,10,9,6.0,3,4,94.0,58.0,4,1,0,1,0
34641,6,6.0,4,0,1,0,16,6.0,7,2,99.0,74.0,3,1,0,1,0
34642,2,7.0,4,1,1,6,18,6.0,7,6,66.0,98.0,3,0,1,0,1
34643,25,7.0,2,1,2,9,12,2.0,5,0,62.0,97.0,3,0,1,0,1
34644,30,4.0,5,1,2,0,23,4.0,0,0,83.0,27.0,2,1,0,1,0
34645,6,7.0,4,0,0,4,3,3.0,4,6,40.0,62.0,1,1,0,1,0
34646,13,3.0,2,1,1,10,20,5.0,5,0,39.0,73.0,2,1,0,1,0
34647,6,2.0,5,0,1,10,10,3.0,7,6,95.0,14.0,3,0,1,0,1
34648,3,2.0,5,1,0,6,18,1.0,6,4,76.0,75.0,4,1,0,1,0
34649,4,6.0,2,1,2,9,25,4.0,6,4,63.0,87.0,3,1,0,1,0
34650,27,3.0,5,0,1,6,3,5.0,1,2,82.0,9.0,2,0,1,0,1
34651,16,0.0,2,0,2,0,26,2.0,7,2,75.0,68.0,3,1,0,1,0
34652,17,7.0,2,0,0,10,17,5.0,1,0,82.0,93.0,5,0,1,0,1
34653,8,1.0,2,0,2,3,25,5.0,7,0,90.0,24.0,2,0,1,0,1
34654,15,4.0,5,0,0,8,20,1.0,1,0,79.0,20.0,1,1,0,1,0
34655,13,2.0,2,0,0,3,29,4.0,3,0,59.0,82.0,3,0,1,0,1
34656,7,3.0,4,1,2,3,19,6.0,3,4,40.0,8.0,3,1,0,1,0
34657,9,0.0,5,0,2,9,2,5.0,6,0,89.0,46.0,3,1,0,1,0
34658,14,0.0,5,0,0,4,9,4.0,0,2,75.0,43.0,2,0,1,0,1
34659,11,6.0,4,1,0,12,10,6.0,4,4,34.0,55.0,2,1,0,1,0
34660,2,5.0,5,1,2,3,3,2.0,7,0,89.0,79.0,5,0,1,0,1
34661,26,2.0,0,0,2,6,8,2.0,3,0,88.0,92.0,5,1,0,1,0
34662,5,2.0,5,0,2,4,12,3.0,6,4,84.0,22.0,2,0,1,0,1
34663,22,6.0,4,1,1,4,30,4.0,8,2,34.0,31.0,3,0,1,0,1
34664,10,0.0,5,0,0,10,9,1.0,8,2,46.0,87.0,2,1,0,1,0
34665,1,6.0,4,1,2,6,7,2.0,2,4,81.0,77.0,5,0,1,0,1
34666,21,4.0,2,1,0,8,4,3.0,5,6,96.0,35.0,3,0,1,0,1
34667,27,0.0,5,1,0,8,15,4.0,8,2,70.0,30.0,2,0,1,0,1
34668,8,0.0,0,1,2,0,2,2.0,3,0,70.0,80.0,4,0,1,0,1
34669,24,3.0,0,1,2,8,14,1.0,2,2,38.0,79.0,2,1,0,1,0
34670,13,7.0,5,0,2,0,25,5.0,1,2,60.0,36.0,1,1,0,1,0
34671,14,3.0,5,0,0,4,23,4.0,7,4,45.0,32.0,1,1,0,1,0
34672,7,4.0,4,1,0,12,23,1.0,8,0,93.0,54.0,3,0,1,0,1
34673,11,5.0,4,1,2,8,2,3.0,4,6,78.0,53.0,2,1,0,1,0
34674,19,2.0,2,1,0,0,14,4.0,8,6,72.0,92.0,5,0,1,0,1
34675,5,0.0,5,1,1,0,28,3.0,8,0,34.0,38.0,1,0,1,0,1
34676,15,4.0,5,1,0,12,1,3.0,4,0,34.0,3.0,0,0,1,0,1
34677,25,6.0,2,0,2,9,8,5.0,8,4,85.0,36.0,3,1,0,1,0
34678,9,7.0,0,1,0,12,17,6.0,6,0,72.0,82.0,4,1,0,1,0
34679,4,3.0,5,1,2,12,7,4.0,6,0,57.0,67.0,2,0,1,0,1
34680,9,1.0,4,1,0,0,25,1.0,7,6,60.0,2.0,1,1,0,1,0
34681,22,6.0,5,0,1,9,9,2.0,8,2,70.0,81.0,4,0,1,0,1
34682,6,4.0,5,1,2,3,26,2.0,3,0,47.0,99.0,3,1,0,1,0
34683,12,1.0,0,0,2,0,30,2.0,0,2,62.0,52.0,1,1,0,1,0
34684,11,2.0,4,1,2,6,16,4.0,1,0,65.0,3.0,1,0,1,0,1
34685,2,4.0,2,1,1,9,27,4.0,0,0,68.0,79.0,3,1,0,1,0
34686,9,0.0,2,1,2,10,7,3.0,4,4,35.0,87.0,2,0,1,0,1
34687,20,4.0,5,0,1,10,9,4.0,8,6,90.0,87.0,5,0,1,0,1
34688,3,4.0,4,1,2,3,9,5.0,7,6,60.0,25.0,1,1,0,1,0
34689,29,5.0,5,1,1,9,9,3.0,3,2,38.0,83.0,2,1,0,1,0
34690,25,5.0,4,1,0,0,2,3.0,3,0,44.0,71.0,2,1,0,1,0
34691,17,4.0,4,0,0,0,10,4.0,4,2,90.0,35.0,3,1,0,1,0
34692,15,4.0,4,1,2,6,23,1.0,7,6,50.0,78.0,3,0,1,0,1
34693,17,6.0,0,0,2,6,25,5.0,4,4,61.0,15.0,1,1,0,1,0
34694,30,6.0,4,0,1,6,12,2.0,5,4,62.0,40.0,2,0,1,0,1
34695,17,2.0,0,0,2,3,6,5.0,6,4,62.0,38.0,1,1,0,1,0
34696,24,5.0,5,1,0,4,16,5.0,8,6,80.0,42.0,3,1,0,1,0
34697,9,6.0,5,1,2,9,22,3.0,6,0,72.0,50.0,3,1,0,1,0
34698,11,5.0,0,1,1,0,21,6.0,5,6,92.0,20.0,2,0,1,0,1
34699,27,3.0,5,0,0,12,6,4.0,4,4,39.0,95.0,3,1,0,1,0
34700,29,5.0,4,1,2,3,6,4.0,3,4,85.0,85.0,5,1,0,1,0
34701,22,1.0,5,1,1,12,26,2.0,0,2,41.0,46.0,3,1,0,1,0
34702,11,5.0,4,0,0,10,10,6.0,4,6,89.0,66.0,3,1,0,1,0
34703,24,7.0,0,1,1,12,15,4.0,2,6,77.0,5.0,2,0,1,0,1
34704,27,1.0,2,0,0,10,19,1.0,1,4,89.0,72.0,5,0,1,0,1
34705,29,5.0,2,0,1,0,8,3.0,1,0,93.0,67.0,4,0,1,0,1
34706,10,5.0,0,1,2,9,5,5.0,8,0,68.0,21.0,1,0,1,0,1
34707,2,7.0,5,0,0,12,1,5.0,5,0,65.0,58.0,2,0,1,0,1
34708,27,3.0,4,0,0,10,11,1.0,2,2,83.0,83.0,3,1,0,1,0
34709,3,1.0,4,1,0,8,8,1.0,0,4,97.0,35.0,3,1,0,1,0
34710,10,7.0,5,1,1,4,12,4.0,3,0,96.0,67.0,4,1,0,1,0
34711,8,1.0,2,0,0,0,2,6.0,4,0,36.0,26.0,0,0,1,0,1
34712,24,2.0,0,1,0,12,12,6.0,2,6,33.0,99.0,3,0,1,0,1
34713,2,4.0,4,0,0,4,10,5.0,1,0,61.0,15.0,1,1,0,1,0
34714,29,5.0,0,0,1,3,19,6.0,6,6,50.0,61.0,2,0,1,0,1
34715,11,2.0,4,0,1,4,19,2.0,7,0,30.0,39.0,1,0,1,0,1
34716,16,5.0,4,1,1,9,13,6.0,2,2,39.0,47.0,1,1,0,1,0
34717,27,1.0,2,1,0,0,26,3.0,8,0,86.0,18.0,2,1,0,1,0
34718,24,2.0,5,0,1,6,28,2.0,0,6,35.0,9.0,0,1,0,1,0
34719,15,3.0,5,0,1,9,2,3.0,2,4,71.0,18.0,1,1,0,1,0
34720,19,3.0,5,1,1,12,15,3.0,0,0,50.0,22.0,3,1,0,1,0
34721,22,1.0,2,0,0,0,10,5.0,2,2,77.0,53.0,2,0,1,0,1
34722,13,3.0,0,1,0,10,5,2.0,0,4,35.0,70.0,2,1,0,1,0
34723,20,5.0,4,1,2,9,4,3.0,2,4,84.0,29.0,3,0,1,0,1
34724,12,0.0,5,1,1,10,24,4.0,1,4,84.0,20.0,2,1,0,1,0
34725,22,1.0,5,1,0,6,25,3.0,5,6,65.0,84.0,3,1,0,1,0
34726,4,1.0,2,0,1,12,21,3.0,1,2,73.0,99.0,4,1,0,1,0
34727,23,0.0,4,1,1,0,9,5.0,2,4,37.0,36.0,1,1,0,1,0
34728,19,6.0,2,0,0,0,8,5.0,4,0,41.0,51.0,0,1,0,1,0
34729,4,2.0,5,0,1,6,7,4.0,7,2,65.0,20.0,3,0,1,0,1
34730,4,2.0,0,1,1,9,29,4.0,8,4,47.0,9.0,0,1,0,1,0
34731,25,2.0,0,1,2,8,20,2.0,8,0,95.0,91.0,5,1,0,1,0
34732,4,1.0,0,0,0,8,14,5.0,8,2,88.0,45.0,3,0,1,0,1
34733,28,5.0,2,0,2,8,17,1.0,1,6,75.0,29.0,2,0,1,0,1
34734,4,3.0,4,0,0,4,23,4.0,7,6,59.0,55.0,2,0,1,0,1
34735,27,4.0,2,1,2,10,18,4.0,4,2,44.0,2.0,0,0,1,0,1
34736,27,6.0,0,1,1,8,11,3.0,8,0,83.0,70.0,5,0,1,0,1
34737,23,3.0,5,1,1,8,19,1.0,4,6,86.0,84.0,5,1,0,1,0
34738,24,7.0,0,0,1,0,16,2.0,6,6,62.0,62.0,2,0,1,0,1
34739,22,5.0,5,0,0,3,23,1.0,8,6,88.0,47.0,3,1,0,1,0
34740,7,2.0,4,0,1,4,18,1.0,4,6,48.0,32.0,1,1,0,1,0
34741,27,5.0,5,0,2,12,16,1.0,5,2,41.0,7.0,0,0,1,0,1
34742,13,2.0,5,1,2,9,16,1.0,5,6,82.0,46.0,3,0,1,0,1
34743,4,2.0,2,0,2,3,18,2.0,2,4,77.0,57.0,3,1,0,1,0
34744,17,2.0,2,1,1,6,27,5.0,4,6,91.0,11.0,3,1,0,1,0
34745,16,5.0,5,0,1,0,24,6.0,7,4,35.0,63.0,2,1,0,1,0
34746,14,7.0,4,0,0,9,3,5.0,6,6,60.0,76.0,3,0,1,0,1
34747,13,5.0,5,1,2,8,1,5.0,0,4,90.0,90.0,5,1,0,1,0
34748,28,3.0,4,0,2,0,20,4.0,7,6,82.0,42.0,3,0,1,0,1
34749,18,2.0,2,1,0,4,12,3.0,5,2,63.0,61.0,3,1,0,1,0
34750,7,4.0,4,1,1,12,7,1.0,5,2,80.0,78.0,5,1,0,1,0
34751,14,0.0,0,0,0,0,7,4.0,7,0,91.0,2.0,2,0,1,0,1
34752,12,7.0,4,1,1,4,10,1.0,7,0,63.0,7.0,3,0,1,0,1
34753,5,1.0,5,1,1,12,6,4.0,5,2,41.0,34.0,1,0,1,0,1
34754,4,7.0,2,0,0,0,9,5.0,4,6,43.0,58.0,3,1,0,1,0
34755,19,2.0,5,1,0,0,28,1.0,1,0,71.0,50.0,2,0,1,0,1
34756,22,4.0,5,0,1,9,10,5.0,1,0,32.0,52.0,1,1,0,1,0
34757,26,6.0,2,1,1,3,19,2.0,8,6,30.0,67.0,2,0,1,0,1
34758,17,0.0,0,0,2,6,30,3.0,3,0,37.0,75.0,2,1,0,1,0
34759,17,5.0,5,1,1,12,4,5.0,8,6,76.0,30.0,2,1,0,1,0
34760,3,0.0,5,0,0,6,18,6.0,5,0,85.0,53.0,3,1,0,1,0
34761,28,2.0,4,0,2,4,10,4.0,2,2,65.0,38.0,1,1,0,1,0
34762,15,2.0,5,0,1,12,30,4.0,4,6,58.0,48.0,2,0,1,0,1
34763,2,4.0,4,0,2,10,10,6.0,4,4,40.0,96.0,3,0,1,0,1
34764,19,5.0,2,1,1,3,9,2.0,8,6,87.0,97.0,5,0,1,0,1
34765,30,7.0,5,0,1,12,10,4.0,8,6,87.0,16.0,3,0,1,0,1
34766,18,5.0,2,0,1,3,29,4.0,6,4,62.0,39.0,2,0,1,0,1
34767,19,0.0,5,1,1,6,26,2.0,6,4,72.0,18.0,1,1,0,1,0
34768,25,7.0,2,1,0,4,26,1.0,8,2,34.0,17.0,0,0,1,0,1
34769,2,3.0,4,1,0,10,9,4.0,3,4,99.0,82.0,5,1,0,1,0
34770,1,3.0,5,1,2,0,8,2.0,0,0,83.0,51.0,3,1,0,1,0
34771,16,3.0,5,0,1,0,18,3.0,3,0,39.0,71.0,2,1,0,1,0
34772,29,0.0,5,1,1,4,14,3.0,7,0,84.0,34.0,3,1,0,1,0
34773,20,2.0,0,1,2,10,23,4.0,3,0,75.0,92.0,5,0,1,0,1
34774,6,3.0,4,1,0,9,14,2.0,7,2,92.0,3.0,2,0,1,0,1
34775,1,2.0,4,1,2,0,11,5.0,2,2,88.0,85.0,3,1,0,1,0
34776,19,1.0,5,0,2,10,29,6.0,0,2,73.0,8.0,1,1,0,1,0
34777,6,3.0,2,1,1,6,21,4.0,3,4,67.0,33.0,1,1,0,1,0
34778,13,4.0,2,1,2,0,4,4.0,1,6,82.0,8.0,2,1,0,1,0
34779,5,5.0,0,1,1,12,1,6.0,7,6,81.0,85.0,4,1,0,1,0
34780,10,7.0,2,1,0,12,9,3.0,1,6,66.0,41.0,2,0,1,0,1
34781,26,1.0,2,0,0,9,16,1.0,8,6,92.0,64.0,4,1,0,1,0
34782,12,0.0,5,1,0,10,15,6.0,7,2,89.0,75.0,4,1,0,1,0
34783,11,0.0,2,1,2,12,4,1.0,8,0,53.0,9.0,1,0,1,0,1
34784,8,2.0,5,0,1,0,15,5.0,0,4,32.0,13.0,0,1,0,1,0
34785,2,1.0,2,1,2,12,27,1.0,6,2,32.0,82.0,3,0,1,0,1
34786,25,5.0,2,1,0,12,3,3.0,1,4,90.0,96.0,5,0,1,0,1
34787,19,1.0,2,0,0,9,4,2.0,6,6,59.0,87.0,3,1,0,1,0
34788,18,3.0,4,0,0,0,25,2.0,5,4,96.0,46.0,3,1,0,1,0
34789,28,6.0,0,1,2,10,21,4.0,8,4,84.0,55.0,4,0,1,0,1
34790,2,1.0,0,0,1,0,15,3.0,8,0,83.0,67.0,4,1,0,1,0
34791,11,0.0,0,0,2,8,23,5.0,6,0,47.0,17.0,3,1,0,1,0
34792,22,6.0,2,0,0,6,23,4.0,0,6,34.0,87.0,2,1,0,1,0
34793,11,4.0,4,1,2,9,13,2.0,0,4,90.0,34.0,3,0,1,0,1
34794,13,2.0,5,1,1,3,29,3.0,1,4,76.0,96.0,5,0,1,0,1
34795,25,0.0,2,0,1,0,10,4.0,3,4,52.0,29.0,1,0,1,0,1
34796,20,1.0,2,0,2,10,13,5.0,5,4,73.0,91.0,3,1,0,1,0
34797,16,4.0,2,1,0,4,7,1.0,6,4,73.0,49.0,2,1,0,1,0
34798,30,3.0,0,1,0,6,13,1.0,4,2,74.0,56.0,3,0,1,0,1
34799,9,1.0,0,1,0,9,2,4.0,0,2,69.0,8.0,1,1,0,1,0
34800,10,2.0,2,1,1,6,5,5.0,8,6,54.0,38.0,2,0,1,0,1
34801,13,6.0,5,0,0,0,12,3.0,8,0,56.0,34.0,1,0,1,0,1
34802,15,2.0,5,1,1,12,19,3.0,3,2,86.0,66.0,4,1,0,1,0
34803,3,0.0,5,1,0,9,1,6.0,3,2,63.0,78.0,3,1,0,1,0
34804,7,3.0,5,0,2,8,15,5.0,7,6,80.0,83.0,4,0,1,0,1
34805,3,5.0,2,0,0,4,10,3.0,6,0,75.0,97.0,4,0,1,0,1
34806,7,5.0,0,1,2,6,28,1.0,1,4,59.0,47.0,2,0,1,0,1
34807,18,2.0,2,0,0,8,26,3.0,8,6,97.0,73.0,4,0,1,0,1
34808,11,7.0,4,0,1,6,5,6.0,7,0,38.0,89.0,2,1,0,1,0
34809,29,2.0,5,0,2,4,8,6.0,6,0,76.0,8.0,1,1,0,1,0
34810,13,7.0,0,1,0,0,16,4.0,3,6,81.0,20.0,2,0,1,0,1
34811,17,3.0,2,1,1,3,20,4.0,4,4,56.0,71.0,3,0,1,0,1
34812,10,0.0,4,1,1,0,24,3.0,4,4,46.0,67.0,1,1,0,1,0
34813,28,5.0,4,1,2,3,30,6.0,4,2,94.0,36.0,3,1,0,1,0
34814,24,1.0,2,1,2,10,20,4.0,8,4,59.0,72.0,3,1,0,1,0
34815,8,0.0,4,0,2,9,8,4.0,6,4,37.0,53.0,3,0,1,0,1
34816,6,7.0,5,1,2,3,9,6.0,8,0,56.0,79.0,3,0,1,0,1
34817,3,5.0,0,1,1,4,8,5.0,8,4,73.0,77.0,4,0,1,0,1
34818,6,2.0,0,0,0,12,9,4.0,5,6,78.0,85.0,4,0,1,0,1
34819,29,1.0,0,1,2,0,29,6.0,0,2,53.0,26.0,1,1,0,1,0
34820,19,4.0,2,1,2,12,6,1.0,1,0,95.0,6.0,2,1,0,1,0
34821,5,3.0,0,1,2,9,7,5.0,2,2,89.0,39.0,3,1,0,1,0
34822,5,7.0,0,0,1,12,29,5.0,2,2,98.0,78.0,4,0,1,0,1
34823,7,5.0,4,0,1,3,20,6.0,4,4,67.0,21.0,3,1,0,1,0
34824,22,7.0,2,1,0,3,17,2.0,4,0,75.0,18.0,2,0,1,0,1
34825,13,5.0,5,1,2,8,19,4.0,5,0,30.0,40.0,1,1,0,1,0
34826,11,1.0,5,0,2,9,30,1.0,8,4,100.0,29.0,3,0,1,0,1
34827,27,7.0,0,0,0,6,20,4.0,7,6,40.0,80.0,2,1,0,1,0
34828,12,5.0,2,0,2,9,30,2.0,5,0,55.0,49.0,3,0,1,0,1
34829,6,1.0,4,1,1,12,22,2.0,1,4,48.0,23.0,0,0,1,0,1
34830,23,4.0,2,0,2,8,30,1.0,6,2,46.0,15.0,3,1,0,1,0
34831,24,5.0,5,1,0,12,24,2.0,6,4,93.0,100.0,5,0,1,0,1
34832,22,1.0,4,0,1,9,19,1.0,5,0,39.0,31.0,1,1,0,1,0
34833,29,7.0,4,1,2,10,19,1.0,8,6,35.0,63.0,2,1,0,1,0
34834,6,6.0,2,0,0,12,14,2.0,5,2,62.0,33.0,1,0,1,0,1
34835,3,5.0,4,0,2,9,29,2.0,3,0,30.0,92.0,3,1,0,1,0
34836,26,3.0,4,0,2,3,15,1.0,8,2,77.0,5.0,1,0,1,0,1
34837,26,4.0,4,0,2,6,3,4.0,6,2,48.0,95.0,3,0,1,0,1
34838,21,3.0,2,0,0,6,14,6.0,2,6,44.0,62.0,2,0,1,0,1
34839,28,6.0,2,1,1,8,15,2.0,2,0,37.0,74.0,2,0,1,0,1
34840,7,3.0,5,1,0,3,7,6.0,5,2,87.0,58.0,4,1,0,1,0
34841,28,6.0,5,1,0,10,11,2.0,2,6,35.0,77.0,2,0,1,0,1
34842,2,4.0,2,1,2,0,21,6.0,8,0,34.0,82.0,3,0,1,0,1
34843,1,3.0,4,0,1,4,8,1.0,7,0,31.0,15.0,3,0,1,0,1
34844,25,5.0,4,0,1,8,11,1.0,8,0,49.0,47.0,3,0,1,0,1
34845,12,7.0,5,1,1,12,1,4.0,8,0,40.0,17.0,0,0,1,0,1
34846,26,3.0,0,0,0,10,24,1.0,6,2,62.0,45.0,1,0,1,0,1
34847,23,0.0,5,1,2,0,9,5.0,0,4,55.0,66.0,2,1,0,1,0
34848,19,6.0,4,0,0,4,25,2.0,5,2,66.0,39.0,1,0,1,0,1
34849,25,2.0,0,0,2,12,9,6.0,5,4,48.0,4.0,0,0,1,0,1
34850,8,6.0,5,1,2,6,29,5.0,2,2,68.0,99.0,4,0,1,0,1
34851,14,6.0,0,0,2,4,19,1.0,4,2,48.0,38.0,1,1,0,1,0
34852,29,0.0,0,1,0,6,30,1.0,2,2,97.0,41.0,3,1,0,1,0
34853,4,2.0,2,0,2,0,27,1.0,3,2,66.0,81.0,3,1,0,1,0
34854,12,0.0,4,1,0,3,8,4.0,0,4,77.0,4.0,2,0,1,0,1
34855,3,3.0,5,1,0,10,25,2.0,7,2,55.0,91.0,4,0,1,0,1
34856,3,4.0,0,0,0,9,7,5.0,4,0,81.0,96.0,5,0,1,0,1
34857,14,5.0,2,1,1,12,15,1.0,7,6,59.0,46.0,2,1,0,1,0
34858,19,5.0,4,0,0,9,24,3.0,8,4,82.0,41.0,3,0,1,0,1
34859,5,2.0,0,0,2,9,16,2.0,5,0,71.0,61.0,3,1,0,1,0
34860,26,1.0,0,1,0,0,28,1.0,7,2,91.0,80.0,5,0,1,0,1
34861,4,6.0,5,0,1,3,29,4.0,7,6,59.0,39.0,3,0,1,0,1
34862,7,3.0,2,1,0,12,29,4.0,5,4,45.0,8.0,0,1,0,1,0
34863,30,4.0,5,1,0,0,14,4.0,7,0,32.0,79.0,2,0,1,0,1
34864,13,6.0,0,0,2,4,10,1.0,7,6,74.0,55.0,3,1,0,1,0
34865,15,2.0,2,1,1,4,26,2.0,8,6,92.0,99.0,5,1,0,1,0
34866,13,7.0,5,0,2,9,2,4.0,1,0,32.0,86.0,2,1,0,1,0
34867,21,7.0,4,0,0,12,25,5.0,1,0,70.0,19.0,3,0,1,0,1
34868,27,7.0,5,1,1,0,10,1.0,5,6,92.0,28.0,3,1,0,1,0
34869,28,0.0,2,1,0,4,5,6.0,7,6,100.0,76.0,3,0,1,0,1
34870,15,1.0,2,1,2,12,5,2.0,4,0,48.0,28.0,0,0,1,0,1
34871,12,5.0,0,1,1,4,14,1.0,8,2,32.0,85.0,2,0,1,0,1
34872,21,2.0,2,1,1,8,6,2.0,6,0,50.0,74.0,3,1,0,1,0
34873,17,6.0,0,0,2,10,10,5.0,1,6,96.0,93.0,5,0,1,0,1
34874,26,5.0,4,1,0,3,28,3.0,0,0,51.0,65.0,2,0,1,0,1
34875,24,1.0,2,0,0,10,7,4.0,8,4,96.0,21.0,3,1,0,1,0
34876,8,7.0,0,1,2,4,1,5.0,0,4,74.0,39.0,2,0,1,0,1
34877,23,3.0,2,1,0,0,7,5.0,0,6,44.0,93.0,3,0,1,0,1
34878,17,4.0,4,1,2,9,3,1.0,5,6,85.0,29.0,2,1,0,1,0
34879,13,0.0,0,0,2,9,7,2.0,4,6,38.0,81.0,2,0,1,0,1
34880,27,6.0,0,1,0,10,1,5.0,6,2,86.0,85.0,4,1,0,1,0
34881,15,2.0,2,0,1,10,21,6.0,6,2,86.0,18.0,3,1,0,1,0
34882,19,3.0,0,1,1,9,3,3.0,7,0,38.0,48.0,3,1,0,1,0
34883,26,1.0,4,0,1,0,18,2.0,4,2,79.0,22.0,2,1,0,1,0
34884,18,1.0,5,0,2,4,30,3.0,4,4,97.0,50.0,3,1,0,1,0
34885,15,5.0,5,0,2,10,22,4.0,2,2,47.0,33.0,3,1,0,1,0
34886,2,7.0,4,1,0,6,21,5.0,8,4,31.0,82.0,2,1,0,1,0
34887,12,2.0,2,1,1,10,5,6.0,3,0,33.0,6.0,0,1,0,1,0
